created,screenName,text,polarity
2018-03-22 14:14,BBT,RT @KnightsBaseball: .@CLTKnightsHomer is having fun today at the @BBT located at 9200 S. Tryon St. in #SteeleCreek! #WHW https://t.co/8zqt…,Positive
2018-03-22 14:09,triadheart,Don't be late for a very important date! RSVP using this link by April 6th! https://t.co/31BTBQFC8y @NovantHealth… https://t.co/zyHy3tV2Aa,Positive
2018-03-22 9:03,therosegawden,I don’t think I can go back to sleep because @BBT keeps causing me pain and suffering and clearly wants to see me lose,Negative
2018-03-22 8:23,therosegawden,"I swear @BBT is determined to ruin my life, I’m getting so tired of them playing with my account like this",Negative
2018-04-10 21:39,timeforainz,"RT @simplywenwen: [TRANS] 180410 BBT Official Weibo Update:

#BBT subunit BBT-E (Extra)! At the same time the E comes from BOOGIE E Wang Zi…",Neutral
2018-04-10 21:38,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/Unyohh6dbI,Neutral
2018-04-10 19:36,danieljoxk,RT @Cdow24: Can’t wait for this season with my brothers<ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BD><ed><U+00B2><U+0089><ed><U+00A0><U+00BE><ed><U+00B5><U+00A4> #FWMJ #BBT,Neutral
2018-04-10 18:57,LPSurgeons,"No if, ands, or butts! <ed><U+00A0><U+00BC><ed><U+00BD><U+0091>Brazillian butt lifts are our specialty here at Lexington Plastic Surgeons! Call today (888… https://t.co/LETihFHqse",Neutral
2018-04-10 18:04,wangziyi960713,"RT @simplywenwen: 180410 Sun Haoran Weibo Update:

&lt;<U+6162><U+70ED><U+5C0F><U+5B69>&gt; ‘Shy Kids’ set sail again

#WangZiyi #SunHaoran #LinHaokai #LiZhijie #IdolProduce…",Neutral
2018-04-10 17:11,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/I9YJrhTC1H,Neutral
2018-04-10 17:11,_PIF64_TY,RT @darksidebaybay: #BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/diW5rsajLv,Neutral
2018-04-10 17:11,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/8lXdH5wPzo,Neutral
2018-04-10 17:11,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/cBUxyMtefB,Neutral
2018-04-10 17:11,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/rAeeUBp4VG,Neutral
2018-04-10 17:11,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/diW5rsajLv,Neutral
2018-04-10 13:47,parthibhan_s,@bigbangtheory Is Young Sheldon's father the same bully who tortured Leonard <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> I just noticed #BBT,Negative
2018-04-10 13:05,kunkunismine,"RT @simplywenwen: 180409 BBT Official Weibo Update:

#BBT-E new release 2018.04.10 &lt;<U+6162><U+70ED><U+5C0F><U+5B69>&gt; Feat: NINE PERCENT’s Wang Ziyi! It’s a new beginn…",Neutral
2018-04-10 12:06,Cdow24,Can’t wait for this season with my brothers<ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BD><ed><U+00B2><U+0089><ed><U+00A0><U+00BE><ed><U+00B5><U+00A4> #FWMJ #BBT,Neutral
2018-04-10 10:55,Slvbabe1,"GM #Tweepz #Tweeps 
Nxt Lvl Comm: ^SDEFSR 
American &amp; Proud Of *IT
1PLPB1 #BBT BGTEO *E1T1
Flawless Productions *In… https://t.co/MMR92xNiT8",Neutral
2018-04-10 10:32,RatingsNetwork,Piper Jaffray Lowers BB&amp;T Q1 2018 Earnings Estimates to $0.91 EPS (Previously $0.92). https://t.co/kEG3amdxKm $BBT #BBT,Neutral
2018-04-10 9:13,richhouse7,"#Black #Beard #Token #BBT #Is #Live #Airdrop #One and tag 7 followers 

https://t.co/b9SOjVkqod … https://t.co/Um3qLAY6Gg",Neutral
2018-04-10 9:09,micopper2534,#Black #Beard #Token #BBT #Is #Live #Airdrop #One and tag 7 followers   https://t.co/mYUyG31x88 … https://t.co/sjNZyCey8i,Neutral
2018-04-10 8:50,NipsNipsy,"#BBT #BigBangTheory #Bazinga #FanArt #Artwork #Series #Nerds #Geeks #Comedy #Universe
.
Artist… https://t.co/B5MEQqB3EA",Neutral
2018-04-10 6:14,simplywenwen,"180410 Sun Haoran Weibo Update:

&lt;<U+6162><U+70ED><U+5C0F><U+5B69>&gt; ‘Shy Kids’ set sail again

#WangZiyi #SunHaoran #LinHaokai #LiZhijie… https://t.co/wlmOFdE3XW",Neutral
2018-04-10 4:31,simplywenwen,"[TRANS] 180410 BBT Official Weibo Update:

#BBT subunit BBT-E (Extra)! At the same time the E comes from BOOGIE E W… https://t.co/VpeGIQ9ked",Neutral
2018-04-10 0:30,NeverKnitDrunk,"*runs to Google to find Dwayne ""The Lizard"" Johnson and Dwayne ""The Spock"" Johnson*

#BBT… https://t.co/xrSv6ARANc",Neutral
2018-04-09 23:06,darkside_jones,RT @darksidebaybay: #BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outside.…,Neutral
2018-04-09 20:19,BrusqueBane,Time for the writer to get some sleep. Goodnight! #RisqueOut #BBT,Neutral
2018-04-09 19:11,bigbentavern,"MONDAY SPECIALS 
1/2 priced wings 
$4 Moscow Mule 
$4 Jameson 
.
.
.
#mondayspecials #mondays #mondayatbbt #bbt… https://t.co/uUfgCECjAY",Neutral
2018-04-09 18:14,darksidebaybay,#BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outs… https://t.co/n1G7mHOL5I,Neutral
2018-04-09 18:14,darksidebaybay,#BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outs… https://t.co/wdsX2Ku8j6,Neutral
2018-04-09 16:38,FairhavenHealth,Understanding your fertile window is key to helping you track your #ovulation and know when to plan intercourse to… https://t.co/hb4CrAXuog,Positive
2018-04-09 16:08,simplywenwen,"180409 BBT Official Weibo Update:

#BBT-E new release 2018.04.10 &lt;<U+6162><U+70ED><U+5C0F><U+5B69>&gt; Feat: NINE PERCENT’s Wang Ziyi! It’s a new… https://t.co/brfmOfgyXQ",Neutral
2018-04-09 5:16,MarxTonitomats,"RT @COvulation: Generation Guard Vs Smart Basal #Thermometer. #BBT, #fertility https://t.co/PJBcU7jQ0k",Neutral
2018-04-09 5:05,josh_woods13,RT @LittleMinxyGirl: Bouncy  Today <ed><U+00A0><U+00BD><ed><U+00B1><U+00BF><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #bbt @All_Manly @DatAssNTittiez @bigboobsfansite @TheAmateurArmy @AllKindsOfWomen @TopTierTatas https…,Neutral
2018-04-09 2:57,tadersalad2000,@undeux Penny or Bernadette? #bbt,Neutral
2018-04-09 2:26,DerekBarrera_AI,Fuck #bbt I'm switching banks now you can,Neutral
2018-04-08 22:12,DazzlingBeautyD,I have a lot of thinking to do... #BBT https://t.co/5KGrvsFL3X,Neutral
2018-04-08 19:46,SGreysonNewman,@BrownBeautyTalk I was ready to jump back in #BBT tonight.. Looking forward to when you are back <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>,Positive
2018-04-08 17:52,DjPrecaution,#bbt #bigbangtheory #twoandhalfmen #howimetyourmother #lol happy… https://t.co/zZmU2RRRJS,Neutral
2018-04-08 16:12,BabyForYouSA,"Wondering which fertility tests you need to help you get pregnant quicker ? 

#pregnancytest #ovulationtest #FSH… https://t.co/w3UcLRV2hl",Neutral
2018-04-08 14:48,YogMelwani,"#LouGramm performing live at the 2018 Midnight Blue Gala benefiting @KidsHouseCAC raising over $140,000 -… https://t.co/s4fzJSH6ms",Positive
2018-04-08 10:42,ThSwaggz_social,"Buy Bernadette from TV show Big Bang Theory at The Swaggz.
 You can check more details here… https://t.co/IG3Po2FTHP",Neutral
2018-04-08 8:20,blehjessie,"RT @tvshowquote1: #Sheldon: I’m a callous egomaniac. She’s gonna leave me.
#Penny: No, she won’t.
S: No, she won’t. I’m great. (Drinks his…",Negative
2018-04-08 7:06,DHFNTR,RT @adorabletarak: One of the  best  video  clip  of #BBT...  Chaalaaaa chalaa thanks <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>... Love  u<ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> @tarak9999<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> https://t.co/yG…,Neutral
2018-04-07 20:05,CoinoMonitor,"Top growing coins at last 1h grouped by rank 
1-20: #XLM 0.83%, #MIOTA 0.46%, #NEO 0.43%, #BCH 0.34%, #ETH 0.24%
20… https://t.co/ixvmlpIytO",Negative
2018-04-07 18:29,pvilarino,"As #sheldoncopper said in #bbt you might as well have a plague infested orangutan sneez dry your hands ""Hot-air dry… https://t.co/K49wksWYEQ",Neutral
2018-04-07 13:00,woodsprintables,BBT Printable Chart https://t.co/0bjH2tmYDj #etsy #cycle #bbt #temping #family #basal #planning #calendar #fertility #period #menstrual,Neutral
2018-04-07 12:25,CoolShirtsCo,#Chemistry #Joke #Shirt Funny #Science Joke #Tshirt #BigBangTheory #sciencejokes #chemistryjoke #bbt… https://t.co/k82oUTdUhh,Neutral
2018-04-07 11:46,AbbeyBrokaw1,Update: Christmas is canceled. #bbt #bringbacktug,Neutral
2018-04-07 9:56,Lucanesque,Travel day / geek tee #bazinga #bbt #BigBangTheory #NotTheJellyfish https://t.co/rwNLVoKxSp,Neutral
2018-04-07 8:46,ALouiseDavis,Not surprised as is only place now offering #BBT training programme one of best programmes and loved by all!… https://t.co/B0jn0fyjuN,Neutral
2018-04-07 1:20,therealrajkooth,"Hi, I'm Raj Koothrappali. I don't always talk to girls, but when I do, I'm usually drunk!  #thebigbangtheory #bbt #bigbangtheory",Neutral
2018-04-06 20:58,apotiker,"Sheldon ""If leaders just stepped aside every time they didn't have the consent of the governed, what would we have?""
Amy ""DEMOCRACY""
#bbt",Positive
2018-04-06 18:01,ZipPollUSA,"Download the free Zip app on iOS, Android or Windows to weigh in: https://t.co/mA9MLxKt77

#BigBangTheory #TBBT… https://t.co/Dm79neYPdL",Positive
2018-04-06 16:58,kjpyoungblood,"RT @Tim_Suttle: ""A good story does not just tell you about something that happened once upon a time. it brings that time back to life so th…",Positive
2018-04-06 16:49,BoyntonBilliard,It’s Friday who’s ready to play? #pongpong #tabletennistable #boyntonbilliards #bbt… https://t.co/EzDn6AvAmH,Positive
2018-04-06 16:45,jonesdelinda1,@HamillHimself Annie Potts is perfect in #YoungSheldon !!! It’d be kool to see @HamillHimself guest star!! Love #BBT,Positive
2018-04-06 15:06,Tim_Suttle,"""A good story does not just tell you about something that happened once upon a time. it brings that time back to li… https://t.co/0KaBvEFQr9",Positive
2018-04-06 12:05,MdKausa49946455,"RT @BlackB_Token: #Black #Beard #Token #BBT #Is #Live #Airdrop #One and tag 7 followers 

https://t.co/GEmujWFZnO",Neutral
2018-04-06 10:37,RatingsNetwork,Jefferies Group Lowers BB&amp;T Q1 2018 Earnings Estimates to $0.93 EPS (Previously $0.94). https://t.co/R0EtcHSurr $BBT #BBT,Neutral
2018-04-06 4:50,CarlosNeicun,"RT @nomsdesigns: Boba love<ed><U+00A0><U+00BE><ed><U+00B5><U+00A4>

Check out our delicious comfy designs on our website!
https://t.co/AouGFPkKpf

#yeg #yegfood #boba #bbt https:…",Positive
2018-04-06 0:05,CoinoMonitor,"Top growing coins at last 1h grouped by rank 
1-20: #VEN 0.89%, #TRX 0.88%, #BNB 0.31%, #QTUM 0.17%, #USDT 0.1%
20-… https://t.co/GSm4pM5syB",Negative
2018-04-05 21:43,darksidebaybay,#BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outs… https://t.co/kodxHTAQ3W,Neutral
2018-04-05 20:34,CinemaHype,RT @WBHomeEnt: The #BBT crew is definitely one of a kind! Use #JustAskBBT and see what the cast thinks about adding a plus 1 at their sci-f…,Neutral
2018-04-05 19:14,Tom_Taste,@realanastasios @lindhorstchr @chris_we78 Tolle Idee. #bbt #blindbustalk,Neutral
2018-04-05 19:00,CalleOchoNews,Here is the last of our winners of the Disney on Ice tickets giveaway contest!!! Thank you all for participating Li… https://t.co/cwvef6Aa0s,Positive
2018-04-05 17:00,Blocklotto_pat1,RT @IamForde: RT @darksidebaybay: #BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food…,Neutral
2018-04-05 17:00,WBHomeEnt,The #BBT crew is definitely one of a kind! Use #JustAskBBT and see what the cast thinks about adding a plus 1 at th… https://t.co/9hKaqiSEaB,Neutral
2018-04-05 16:46,IamForde,RT @darksidebaybay: #BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/cyaKeX7CkF,Neutral
2018-04-05 16:30,darksidebaybay,#BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outs… https://t.co/m0aITP7g19,Neutral
2018-04-05 16:30,darksidebaybay,#BBT @ @officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots. <ed><U+00A0><U+00BE><ed><U+00B5><U+0083><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Food truck outs… https://t.co/orhxQWyCYF,Neutral
2018-04-05 13:40,Jai_SriRadhe,"RT @ArtBhakti: LIFE COMES FROM LIFE: by His Divine Grace A.C. Bhaktivedanta Swami Prabhupada:
https://t.co/Of2927QTju
#Prabhupada's Books #…",Neutral
2018-04-05 10:59,lorysissy,RT @GaryBarlow: For all those asking #billybigteeth will be back I promise #bbt,Positive
2018-04-05 9:51,RupakalaKamath,RT @ArtBhakti: ‘KRSNA The Supreme Personality Of Godhead: Chapter 5 - Meeting of Nanda and Vasudeva:’ #Prabhupada's Books #KrishnaAudioBook…,Neutral
2018-04-05 9:50,RupakalaKamath,RT @ArtBhakti: ‘Srila Prabhupada Lectures: Bhagavad-gita 02 - 01. The Missing Self - Understanding: #Prabhupadalecture #SrilaPrabhupadalect…,Neutral
2018-04-05 9:21,ArtBhakti,‘Srila Prabhupada Lectures: Bhagavad-gita 02 - 01. The Missing Self - Understanding: #Prabhupadalecture… https://t.co/osj1bvkgL2,Neutral
2018-04-05 9:14,ArtBhakti,‘KRSNA The Supreme Personality Of Godhead: Chapter 5 - Meeting of Nanda and Vasudeva:’ #Prabhupada's Books… https://t.co/xcDJHmECHq,Neutral
2018-04-05 9:09,PrezRamanathan,"RT @ArtBhakti: KRSNA THE SUPREME PERSONALITY OF GODHEAD: by His Divine Grace
A.C. Bhaktivedanta Swami Prabhupada:
https://t.co/3ILV3M0PXt
#…",Neutral
2018-04-05 9:03,ArtBhakti,"KRSNA THE SUPREME PERSONALITY OF GODHEAD: by His Divine Grace
A.C. Bhaktivedanta Swami Prabhupada:… https://t.co/ubZK7RQw1p",Neutral
2018-04-05 5:49,bigbentavern,"Thursday specials-
$3.50 Deep Eddy (all flavors)
$3 Guinness 
$5 BBT Burger + fries
.
.
.
.
#burger #fries #bbt… https://t.co/vrAd0GQQZR",Neutral
2018-04-04 23:35,b_thefutureway,RT @WBHomeEnt: Can you imagine what the world would be like if #BBT characters were in charge? Which characters could rule the world? Use #…,Neutral
2018-04-04 22:41,WBHomeEnt,Can you imagine what the world would be like if #BBT characters were in charge? Which characters could rule the wor… https://t.co/nBYfhiY9D7,Neutral
2018-04-04 19:51,darksidebaybay,#BBT @ officialmintlounge Thursday’s nights. $75 dollars Hennessy and $6 dollars patron shots.… https://t.co/OLGSXdWloU,Neutral
2018-04-04 18:00,SaifulA06048417,"BlackBeard Token Airdrop #1
Tweet this "" #Black #Beard #Token #BBT #Is #Live #Airdrop #One and tag 7 followers https://t.co/E6WvPeB7F1 """,Neutral
2018-04-04 15:50,rosebyanyother7,RT @Scienzeonline: #cosmobserver #spazio #cosmo #blackhole #bbt #scienza #ricerca #divulgazione #scientifica #hawking #stephen #space #step…,Neutral
2018-04-04 9:44,ArtBhakti,"LIFE COMES FROM LIFE: by His Divine Grace A.C. Bhaktivedanta Swami Prabhupada:
https://t.co/Of2927QTju
#Prabhupada'… https://t.co/aZoTxAoYiw",Neutral
2018-04-04 9:31,DcJekyl,I'm Batman #bbt https://t.co/aUdgjy3D0o,Neutral
2018-04-04 9:19,ArtBhakti,‘KRSNA The Supreme Personality Of Godhead: Chapter 4: Kamsa Begins His Persecution:’ #Prabhupada's Books… https://t.co/BPmrFNFQsz,Neutral
2018-04-04 8:18,bigbentavern,"MID-WEEK SPECIALS 
$4 Jack and Jim 
$6 Nachos - Chicken and Beef 
Reverse Happy Hour 
Let’s celebrate life! 
.
.
.… https://t.co/lQ8E7lG7Pi",Neutral
2018-04-03 23:05,CoinoMonitor,"Top growing coins at last 1h grouped by rank 
1-20: #XVG 2.99%, #XEM 0.36%, #ADA 0.23%, #XLM 0.21%, #USDT 0.1%
20-1… https://t.co/cg3PgbcnAT",Negative
2018-04-03 19:15,L3gacy777,"The most powerful gathering of your week is attending church. 
The church gathering is the atmosphere that is charg… https://t.co/fnUbpKnBtB",Positive
2018-04-03 18:59,Minty_OwO,"I coloured Hatty in class <ed><U+00A0><U+00BC><ed><U+00BE><U+00A9>

#hattyhattington #battleblock #theater #bbt #hatty https://t.co/blPft0OQC9",Neutral
2018-04-03 18:10,chenyoos,"(Is not a thread lmao im lazy)BBT's Handsign appreciation....in othe trainees hands ft. Ziyi

#<U+5076><U+50CF><U+7EC3><U+4E60><U+751F> #BBT https://t.co/hdkrfou0jr",Neutral
2018-04-03 18:00,CalleOchoNews,Here are more winners of our Disney on Ice tickets giveaway contest!!!  Thank you all for participating Like and sh… https://t.co/fGonfoRSei,Positive
2018-04-03 17:32,londonna99,"RT @kathybises: For the first time in a long time... the last episode of @bigbangtheory had me in tears from laughing <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#bbt",Neutral
2018-04-03 15:28,kathybises,"For the first time in a long time... the last episode of @bigbangtheory had me in tears from laughing <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#bbt",Neutral
2018-04-03 9:15,RupakalaKamath,RT @ArtBhakti: ‘KRSNA The Supreme Personality Of Godhead: Chapter 3:  Birth of Lord Krsna: #Prabhupada's Books #SrilaPrabhupada's Books #Pr…,Neutral
2018-04-03 9:09,ArtBhakti,‘KRSNA The Supreme Personality Of Godhead: Chapter 3:  Birth of Lord Krsna: #Prabhupada's Books #SrilaPrabhupada's… https://t.co/OzvLK6zuP6,Neutral
2018-04-03 9:08,filmguyray,RT @Oj_Anthony_: Don’t let Sheldon see this #bbt https://t.co/UqwgkMD8if,Neutral
2018-04-03 7:58,benjaminlaari,My fav part! @SoorebiaGh u do all <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> #2Strings #BBT https://t.co/8JZ5YQXclZ,Neutral
2018-04-03 6:52,Oj_Anthony_,Don’t let Sheldon see this #bbt https://t.co/UqwgkMD8if,Neutral
2018-04-03 2:05,ralphvalcin,My guy @reylexofficiel always feeding the streets with that much needed hit <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BE><ed><U+00B4><U+00AF> #Kolòn video out now… https://t.co/sSV1trJl9H,Neutral
2018-04-03 0:35,contemporaryc,Im not insane my mother had me tested #thebigbangtheory #bbt #bigbangtheory #sheldoncooper #jimparsons https://t.co/dG9fHs9Ubm,Negative
2018-04-03 0:33,ChatimeCanada,"Our #Monday #bae: Chatime!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>It beats the Monday blues <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
.
<ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>Featuring: the ""Chatime is bae"" shirt available in Ontar… https://t.co/3g7VZvq5T8",Neutral
2018-04-02 20:23,JHFSupporter1,Watching #BigBangTheory And just saw 2 Lava Lamps in the background in one of the bedrooms. Very cool! Lava Lamps a… https://t.co/W40hyiaSkN,Positive
2018-04-02 18:49,milkandanna,"RT @supermiecin: When you think #WangZiyi sig is tragic and it's actually just #SimplyJoy culture <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Weibo ©  <U+7231><U+5B66><U+4E60><U+7684>Amor-Tuan
#BBT #ShuHaoran…",Neutral
2018-04-02 16:36,nomsdesigns,"Boba love<ed><U+00A0><U+00BE><ed><U+00B5><U+00A4>

Check out our delicious comfy designs on our website!
https://t.co/AouGFPkKpf

#yeg #yegfood #boba #bbt https://t.co/KJSDOWcBXw",Positive
2018-04-02 15:30,PCMreviews,#BBT episode one https://t.co/vt2cDOEAFd,Neutral
2018-04-02 14:34,giolovegary,RT @GaryBarlow: The Sage isn’t happy #bbt https://t.co/Tp7yAuidub,Positive
2018-04-02 13:12,Slvbabe1,"Meanwhile... <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B4><U+00B1>
<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A> @BarackObama || ^SDEFSR *FPI *Founder -me
^SOIL @Akon NaVig@or #BBT #BBT2 
https://t.co/K552LgRWgN",Neutral
2018-04-02 9:41,wangziyee,"RT @wangziyee: Wang Ziyi focus of BBT’s Mr. Lee dance practice! 

#<U+738B><U+5B50><U+5F02> #wangziyi #BBT https://t.co/dwdQPybwA0",Positive
2018-04-02 6:44,Goodoldday2,"RT @OfficialBBT_: No matter how many fake friends go &amp; how many true ones stay, know how to hold yourself down on your own. #BBT",Neutral
2018-04-02 3:19,supermiecin,"When you think #WangZiyi sig is tragic and it's actually just #SimplyJoy culture <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Weibo ©  <U+7231><U+5B66><U+4E60><U+7684>Amor-Tuan
#BBT… https://t.co/F5XezE8Mkq",Neutral
2018-04-01 20:13,BoyntonBilliard,"Happy Easter from #BBT #boyntonbilliardsteam #happyeaster @ Hypoluxo, Florida https://t.co/Tf01GCU51c",Neutral
2018-04-01 18:18,sindhutalks,@Nivethee Sorry... Sheldon fan...#BBT,Neutral
2018-04-01 17:23,TAPAN0009,"@shantakhan7 
@sonatan303 
@shahbazkhan121 
@ArchitaSaha11 
@JamalElkhaine 
@Jesuscoinico 
@MineFILHQ 
 #Black… https://t.co/LBvspgu5Zr",Neutral
2018-04-01 17:07,Mehreen__shah,"No matter how many fake friends go &amp; how many true ones stay, know how to hold yourself down on your own....
#BBT",Neutral
2018-04-01 8:50,bigbentavern,We are serving the best crawfish in all of Sugarland this Sunday only by the pound in light of Easter.($7.99 and 2… https://t.co/jtiOrje125,Positive
2018-03-31 18:47,milkandanna,"RT @sighxukun: Wang Ziyi focus of BBT’s Mr. Lee dance practice! 

#<U+738B><U+5B50><U+5F02> #wangziyi #BBT https://t.co/dwdQPybwA0",Positive
